Search results for "N"
CITY NAME	3-LETTER CITY CODE	AIRPORT NAME	3-LETTER AIRPORT CODE
Nefteyugansk	NFG	Nefteyugansk	NFG
Negril	NEG	Negril	NEG
Neiva	NVA	Benito Salas	NVA
Nejo	NEJ	Nejo	NEJ
Nekemte	NEK	Nekemte	NEK
Nelson	NSN	Nelson	NSN
Nelson Lagoon	NLG	Nelson Lagoon	NLG
Nelspruit	NLP	Kruger Mpumalanga Intl	MQP
Nelspruit	NLP	Nelspruit Airport	NLP
Nephi	NPH	Municipal	NPH
Neryungri	NER	Chulman	NER
Neuquen	NQN	Presidente Peron	NQN
Nevada	NVD	Municipal	NVD
Nevers	NVS	Fourchambault	NVS
Nevis	NEV	Vance W. Amory Intl	NEV
Nevsehir	NAV	Kapadokya	NAV
New Halfa	NHF	New Halfa	NHF
New Moon	NMP	New Moon	NMP
New Orleans	MSY	NAS JRB/A.Callender	NBG
New Orleans	MSY	Lakefront	NEW
New Plymouth	NPL	New Plymouth	NPL
New York	NYC	Newark Liberty Intl	EWR
New York	NYC	John F Kennedy Intl	JFK
New York	NYC	LaGuardia	LGA
New York	NYC	Metropolitan Area	NYC
New York	NYC	Stewart International	SWF
Newcastle	NCL	International	NCL
Newcastle	NCS	Newcastle	NCS
Newcastle	NTL	Aeropelican	BEO
Newcastle	NTL	Metropolitan Area	NTL
Newcastle	NTL	Williamtown	NTL
Newport	NPT	State	NPT
Newport	NWH	Parlin Field	NWH
Newquay	NQY	Cornwall	NQY
Newry	NRY	Newry	NRY
Neyveli	NVY	Neyveli	NVY
Ngala	NGL	Ngala	NGL
Ngaoundere	NGE	Ngaoundere	NGE
Nha Trang	NHA	Cam Ranh Intl	CXR
Nha Trang	NHA	Metropolitan Area	NHA
Nha Trang	NHA	Air Base	NHA
Niamey	NIM	Diori Hamani Intl	NIM
Niau	NIU	Niau	NIU
Nice	NCE	Cote d'Azur	NCE
Nicholson	NLS	Nicholson	NLS
Nicosia	NIC	Nicosia	NIC
Nicoya	NCT	Nicoya	NCT
Nifty	NIF	Nifty	NIF
Nightmute	NME	Nightmute	NME
Nikolai	NIB	Nikolai	NIB
Nikolayevsk-na-Amure	NLI	Nikolayevsk-na-Amure	NLI
Nikunau	NIG	Nikunau	NIG
Niles	NLE	Jerry Tyler Memorial	NLE
Nimba	NIA	Nimba	NIA
Ningbo	NGB	Lishe Intl	NGB
Ningerum	NGR	Ningerum	NGR
Ninglang	NLH	Luguhu	NLH
Ninilchik	NIN	Ninilchik	NIN
Nioki	NIO	Nioki	NIO
Niokolo-Koba	NIK	Niokolo-Koba	NIK
Nioro du Sahel	NIX	Nioro du Sahel	NIX
Niort	NIT	Souche	NIT
Nipa	NPG	Nipa	NPG
Niquelandia	NQL	Niquelandia	NQL
Niuafo'ou	NFO	Mata'aho	NFO
Niuatoputapu	NTT	Kuini Lavenia	NTT
Nizhnekamsk	NBC	Begishevo	NBC
Nizhnevartovsk	NJC	Nizhnevartovsk	NJC
Nkan	NKA	Nkan	NKA
Nkau	NKU	Nkau	NKU
N'kayi	NKY	Yokangassi	NKY
Nkongsamba	NKS	Nkongsamba	NKS
Nogales	NOG	International	NOG
Nogeh	NUJ	Nogeh	NUJ
Nogliki	NGK	Nogliki	NGK
Nomad River	NOM	Nomad River	NOM
Nomane	NMN	Nomane	NMN
Nondalton	NNL	Nondalton	NNL
Nonouti	NON	Nonouti	NON
Noonkanbah	NKB	Noonkanbah	NKB
Noosaville	NSV	Noosa	NSV
Norden	NOD	Norddeich	NOD
Norderney	NRD	Norderney	NRD
Nordfjordur	NOR	Nordfjordur	NOR
Norfolk	ORF	NS (Chambers Field)	NGU
Norfolk Island	NLK	Norfolk Island	NLK
Norilsk	NSK	Alykel	NSK
Norman's Cay	NMC	Norman's Cay	NMC
Normanton	NTN	Normanton	NTN
Norrkoping	NRK	Kungsangen	NRK
Norseman	NSM	Norseman	NSM
Norsup	NUS	Norsup	NUS
North Caicos	NCA	North Caicos	NCA
North Kingdom	NCO	Quonset State	NCO
North Ronaldsay	NRL	North Ronaldsay	NRL
Northolt	NHT	RAF Station	NHT
Norwich	NWI	International	NWI
Nosara	NOB	Nosara	NOB
Nosy-Be	NOS	Fascene	NOS
Notodden	NTB	Notodden	NTB
Nottingham	NQT	East Midlands	EMA
Nottingham	NQT	Metropolitan Area	NQT
Nottingham	NQT	Nottingham Airport	NQT
Nouadhibou	NDB	Nouadhibou	NDB
Nouakchott	NKC	Nouakchott	NKC
Noumea	NOU	Magenta	GEA
Noumea	NOU	Metropolitan Area	NOU
Noumea	NOU	La Tontouta	NOU
Nova Xavantina	NOK	Nova Xavantina	NOK
Novato	NOT	Marin County	NOT
Novgorod	NVR	Novgorod	NVR
Novo Aripuana	NVP	Novo Aripuana	NVP
Novo Progresso	NPR	Novo Progresso	NPR
Novokuznetsk	NOZ	Spichenkovo	NOZ
Novorossiysk	NOI	Krymska	NOI
Novy Urengoy	NUX	Novy Urengoy	NUX
Now Shahr	NSH	Now Shahr	NSH
Nowata	NWT	Nowata	NWT
Nowra	NOA	Nowra	NOA
Noyabrsk	NOJ	Noyabrsk	NOJ
Nueva Guinea	NVG	Nueva Guinea	NVG
Nuevo Casas Grandes	NCG	Nuevo Casas Grandes	NCG
Nuevo Laredo	NLD	Quetzalcoatl Intl	NLD
Nuguria Islands	NUG	Nuguria Islands	NUG
Nuiqsut	NUI	Nuiqsut	NUI
Nuku Hiva	NHV	Nuku Hiva	NHV
Nukus	NCU	Nukus	NCU
Nukutavake	NUK	Nukutavake	NUK
Nukutepipi	NKP	Nukutepipi	NKP
Nulato	NUL	Nulato	NUL
Nullagine	NLL	Nullagine	NLL
Nullarbor	NUR	Nullarbor Motel	NUR
Numbulwar	NUB	Numbulwar	NUB
Nunapitchuk	NUP	Nunapitchuk	NUP
Nunchia	NUH	Nunchia	NUH
Nunukan	NNX	Nunukan	NNX
Nuqui	NQU	Reyes Murillo	NQU
Nuremberg	NUE	Airport	NUE
Nushki	NHS	Nushki	NHS
Nutuve	NUT	Nutuve	NUT
Nuwara Eliya	NUA	Gregory Lake SPB	NUA
Nyagan	NYA	Nyagan	NYA
Nyeri	NYE	Nyeri	NYE
Nyngan	NYN	Nyngan	NYN
Nyurba	NYR	Nyurba	NYR
Nzagi	NZA	Nzagi	NZA
Nzerekore	NZE	Nzerekore	NZE
Oak Harbor	ODW	Whidbey Island NAS	NUW
Patuxent River	NHK	NAS (Trapnell Field)	NHK
Pensacola	PNS	NAS (F.Sherman Field)	NPA
Pensacola	PNS	Saufley Field NOLF	NUN
Port Mugu	NTD	NAS	NTD
Puerto Nare	NAR	Puerto Nare	NAR
Qaanaaq	NAQ	Qaanaaq	NAQ
Qiqihar	NDG	Sanjiazi	NDG
Quantico	NYG	MCAF (Turner Field)	NYG
Rundu	NDU	Rundu	NDU
Sam Neua	NEU	Sam Neua	NEU
San Blas	NBL	Wannukandi	NBL
San Carlos	NCR	San Carlos	NCR
San Diego	SAN	Miramar MCAS	NKX
San Diego	SAN	North Island NAS	NZY
San Miguel	NMG	San Miguel	NMG
San Pedro de Uraba	NPU	San Pedro de Uraba	NPU
Sanday	NDY	Sanday	NDY
Sandstone	NDS	Sandstone	NDS
Santa Ana Island	NNB	Santa Ana Island	NNB
Santa Carolina	NTC	Santa Carolina	NTC
Santo Antao Island	NTO	Agostinho Neto	NTO
Scone	NSO	Scone	NSO
Shiquanhe	NGQ	Ngari Gunsa/Ali Kunsha	NGQ
Sigonella	NSY	NAS	NSY
Simberi Island	NIS	Simberi Island	NIS
Sinak	NKD	Sinak	NKD
Sinop	NOP	Sinop	NOP
Sirnak	NKT	Sirnak	NKT
Slayton	NSL	Municipal	NSL
Spiddal	NNR	Connemara	NNR
Star Harbour	NAZ	Nana	NAZ
Stockholm	STO	Skavsta	NYO
Sumbe	NDD	Sumbe	NDD
Sun City	NTY	Pilanesberg Intl	NTY
Sunchales	NCJ	Sunchales	NCJ
Sunyani	NYI	Sunyani	NYI
Tahuna	NAH	Naha	NAH
Tokyo	TYO	Narita Intl	NRT
Virginia Beach	NTU	Oceana NAS	NTU
Wajima	NTQ	Noto	NTQ
Xinyuan	NLT	Nalati	NLT
Yaounde	YAO	Nsimalen Intl	NSI
Young	NGA	Young	NGA
Zhalantun	NZL	Chengjisihan	NZL

Displaying 338 result(s)
